alive_0,bus_current_0,bus_voltage_0,heatsink_temp_0,motor_temp_0,rail_15v_0,rail_3v3_0,rail_1v9_0,dsp_temp_0,error_flags_0,limit_flags_0,rx_error_count_0,tx_error_count_0,motor_velocity_0,vehicle_velocity_0,phase_current_b_0,alive_1,bus_current_1,bus_voltage_1,heatsink_temp_1,motor_temp_1,rail_15v_1,rail_3v3_1,rail_1v9_1,dsp_temp_1,error_flags_1,limit_flags_1,rx_error_count_1,tx_error_count_1,motor_velocity_1,vehicle_velocity_1,phase_current_b_1,drive_mode,throttle_value,regen_value,brake_pedal_value,cruise_down_on,cruise_up_on,reverse_on,horn_on,headlights_on,rearview_on,power_save_on,left_turn_on,right_turn_on,mppt_current_A0,mppt_power_A0,mppt_temp_A0,mppt_vin_A0,mppt_vout_A0,mppt_current_A1,mppt_power_A1,mppt_temp_A1,mppt_vin_A1,mppt_vout_A1,mppt_current_B0,mppt_power_B0,mppt_temp_B0,mppt_vin_B0,mppt_vout_B0,mppt_current_B1,mppt_power_B1,mppt_temp_B1,mppt_vin_B1,mppt_vout_B1,mppt_current_C0,mppt_power_C0,mppt_temp_C0,mppt_vin_C0,mppt_vout_C0,mppt_current_C1,mppt_power_C1,mppt_temp_C1,mppt_vin_C1,mppt_vout_C1,charge_enabled,highside_contactor_on,lowside_contactor_on,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31
Yes,0.00,120.27,23.69,4.88,14.92,3.34,1.86,27.83,0x2,0x0,0,0,53.74,3.46,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8736,3.8754,3.8769,3.8743,3.8739,3.8710,3.8656,3.8733,3.8738,3.9119,3.8731,3.9037,3.8723,3.8713,3.8708,3.9154,3.8847,3.8718,3.9174,3.8772,3.8602,3.8753,3.8765,3.8768,3.8766,3.8773,3.8775,3.8759,3.8742,3.8754,
Yes,0.00,120.27,23.69,4.88,14.92,3.34,1.86,27.83,0x2,0x0,0,0,53.74,3.46,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8736,3.8754,3.8769,3.8743,3.8739,3.8710,3.8656,3.8733,3.8738,3.9119,3.8731,3.9037,3.8723,3.8713,3.8708,3.9154,3.8847,3.8718,3.9174,3.8772,3.8602,3.8753,3.8765,3.8768,3.8766,3.8773,3.8775,3.8759,3.8742,3.8754,
Yes,0.00,120.27,23.69,4.88,14.92,3.34,1.86,27.83,0x2,0x0,0,0,53.74,3.46,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8736,3.8754,3.8769,3.8743,3.8739,3.8710,3.8656,3.8733,3.8738,3.9119,3.8731,3.9037,3.8723,3.8713,3.8708,3.9154,3.8847,3.8718,3.9174,3.8772,3.8602,3.8753,3.8765,3.8768,3.8766,3.8773,3.8775,3.8759,3.8742,3.8754,
Yes,0.00,120.27,23.69,4.88,14.92,3.34,1.86,27.83,0x2,0x0,0,0,53.74,3.46,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8736,3.8754,3.8769,3.8743,3.8739,3.8710,3.8656,3.8733,3.8738,3.9119,3.8731,3.9037,3.8723,3.8713,3.8708,3.9154,3.8847,3.8718,3.9174,3.8772,3.8602,3.8753,3.8765,3.8768,3.8766,3.8773,3.8775,3.8759,3.8742,3.8754,
Yes,0.00,120.27,23.69,4.88,14.92,3.34,1.86,27.83,0x2,0x0,0,0,53.74,3.46,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8736,3.8754,3.8769,3.8743,3.8739,3.8710,3.8656,3.8733,3.8738,3.9119,3.8731,3.9037,3.8723,3.8713,3.8708,3.9154,3.8847,3.8718,3.9174,3.8772,3.8602,3.8753,3.8765,3.8768,3.8766,3.8773,3.8775,3.8759,3.8742,3.8754,
Yes,0.00,120.27,23.69,4.88,14.92,3.34,1.86,27.83,0x2,0x0,0,0,53.74,3.46,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8736,3.8754,3.8769,3.8743,3.8739,3.8710,3.8656,3.8733,3.8738,3.9119,3.8731,3.9037,3.8723,3.8713,3.8708,3.9154,3.8847,3.8718,3.9174,3.8772,3.8602,3.8753,3.8765,3.8768,3.8766,3.8773,3.8775,3.8759,3.8742,3.8754,
Yes,0.00,120.27,23.69,4.88,14.92,3.34,1.86,27.83,0x2,0x0,0,0,53.74,3.46,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8736,3.8754,3.8769,3.8743,3.8739,3.8710,3.8656,3.8733,3.8738,3.9119,3.8731,3.9037,3.8723,3.8713,3.8708,3.9154,3.8847,3.8718,3.9174,3.8772,3.8602,3.8753,3.8765,3.8768,3.8766,3.8773,3.8775,3.8759,3.8742,3.8754,
Yes,0.00,120.27,23.69,4.88,14.92,3.34,1.86,27.83,0x2,0x0,0,0,53.74,3.46,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8736,3.8754,3.8769,3.8743,3.8739,3.8710,3.8656,3.8733,3.8738,3.9119,3.8731,3.9037,3.8723,3.8713,3.8708,3.9154,3.8847,3.8718,3.9174,3.8772,3.8602,3.8753,3.8765,3.8768,3.8766,3.8773,3.8775,3.8759,3.8742,3.8754,
Yes,0.00,120.28,23.67,4.88,14.93,3.34,1.86,27.81,0x2,0x0,0,0,54.03,3.48,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8737,3.8754,3.8769,3.8745,3.8740,3.8709,3.8656,3.8734,3.8739,3.9121,3.8732,3.9039,3.8724,3.8714,3.8709,3.9156,3.8847,3.8719,3.9174,3.8772,3.8602,3.8755,3.8766,3.8769,3.8766,3.8774,3.8776,3.8760,3.8743,3.8755,
Yes,0.00,120.28,23.67,4.88,14.93,3.34,1.86,27.81,0x2,0x0,0,0,54.03,3.48,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8737,3.8754,3.8769,3.8745,3.8740,3.8709,3.8656,3.8734,3.8739,3.9121,3.8732,3.9039,3.8724,3.8714,3.8709,3.9156,3.8847,3.8719,3.9174,3.8772,3.8602,3.8755,3.8766,3.8769,3.8766,3.8774,3.8776,3.8760,3.8743,3.8755,
Yes,0.00,120.28,23.67,4.88,14.93,3.34,1.86,27.81,0x2,0x0,0,0,54.03,3.48,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8737,3.8754,3.8769,3.8745,3.8740,3.8709,3.8656,3.8734,3.8739,3.9121,3.8732,3.9039,3.8724,3.8714,3.8709,3.9156,3.8847,3.8719,3.9174,3.8772,3.8602,3.8755,3.8766,3.8769,3.8766,3.8774,3.8776,3.8760,3.8743,3.8755,
Yes,0.00,120.28,23.67,4.88,14.93,3.34,1.86,27.81,0x2,0x0,0,0,54.03,3.48,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8737,3.8754,3.8769,3.8745,3.8740,3.8709,3.8656,3.8734,3.8739,3.9121,3.8732,3.9039,3.8724,3.8714,3.8709,3.9156,3.8847,3.8719,3.9174,3.8772,3.8602,3.8755,3.8766,3.8769,3.8766,3.8774,3.8776,3.8760,3.8743,3.8755,
Yes,0.00,120.28,23.67,4.88,14.93,3.34,1.86,27.81,0x2,0x0,0,0,54.03,3.48,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8737,3.8754,3.8769,3.8745,3.8740,3.8709,3.8656,3.8734,3.8739,3.9121,3.8732,3.9039,3.8724,3.8714,3.8709,3.9156,3.8847,3.8719,3.9174,3.8772,3.8602,3.8755,3.8766,3.8769,3.8766,3.8774,3.8776,3.8760,3.8743,3.8755,
Yes,0.00,120.28,23.67,4.88,14.93,3.34,1.86,27.81,0x2,0x0,0,0,54.03,3.48,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8731,3.8737,3.8754,3.8769,3.8745,3.8740,3.8709,3.8656,3.8734,3.8739,3.9121,3.8732,3.9039,3.8724,3.8714,3.8709,3.9156,3.8847,3.8719,3.9174,3.8772,3.8602,3.8755,3.8766,3.8769,3.8766,3.8774,3.8776,3.8760,3.8743,3.8755,
Yes,0.00,120.28,23.66,4.88,14.93,3.34,1.86,27.83,0x2,0x0,0,0,54.49,3.51,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.90,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8732,3.8736,3.8755,3.8771,3.8745,3.8741,3.8711,3.8657,3.8736,3.8741,3.9120,3.8733,3.9039,3.8725,3.8714,3.8711,3.9157,3.8848,3.8719,3.9175,3.8774,3.8604,3.8755,3.8766,3.8770,3.8768,3.8776,3.8776,3.8760,3.8744,3.8755,
Yes,0.00,120.28,23.64,4.88,14.92,3.34,1.86,27.84,0x2,0x0,0,0,51.49,3.32,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.90,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8733,3.8737,3.8755,3.8770,3.8745,3.8742,3.8712,3.8657,3.8736,3.8741,3.9122,3.8733,3.9039,3.8725,3.8714,3.8711,3.9157,3.8849,3.8720,3.9176,3.8774,3.8604,3.8756,3.8768,3.8771,3.8769,3.8776,3.8777,3.8762,3.8745,3.8757,
Yes,0.00,120.28,23.63,4.88,14.93,3.34,1.86,27.86,0x2,0x0,0,0,42.40,2.73,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.90,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8733,3.8738,3.8757,3.8772,3.8745,3.8743,3.8713,3.8658,3.8736,3.8742,3.9122,3.8734,3.9040,3.8726,3.8715,3.8711,3.9158,3.8850,3.8721,3.9176,3.8775,3.8604,3.8757,3.8769,3.8773,3.8770,3.8776,3.8778,3.8763,3.8745,3.8757,
Yes,0.00,120.29,23.62,4.88,14.92,3.34,1.86,27.86,0x2,0x0,0,0,12.75,0.82,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.90,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8734,3.8739,3.8757,3.8772,3.8746,3.8743,3.8713,3.8660,3.8738,3.8743,3.9124,3.8735,3.9040,3.8726,3.8716,3.8713,3.9160,3.8850,3.8722,3.9177,3.8775,3.8605,3.8758,3.8768,3.8773,3.8770,3.8777,3.8778,3.8763,3.8746,3.8758,
Yes,0.00,120.28,23.60,4.88,14.93,3.34,1.86,27.84,0x2,0x0,0,0,-11.69,-0.75,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.92,0.00,0.22,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8735,3.8740,3.8757,3.8774,3.8748,3.8744,3.8713,3.8659,3.8738,3.8743,3.9124,3.8736,3.9042,3.8727,3.8716,3.8713,3.9160,3.8851,3.8723,3.9178,3.8776,3.8605,3.8758,3.8770,3.8773,3.8771,3.8778,3.8780,3.8763,3.8748,3.8758,
Yes,0.00,120.29,23.59,4.88,14.92,3.34,1.86,27.87,0x2,0x0,0,0,-0.31,-0.02,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Neutral,0.00,0.00,0.35,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8735,3.8740,3.8758,3.8774,3.8749,3.8744,3.8714,3.8660,3.8738,3.8743,3.9125,3.8736,3.9043,3.8728,3.8718,3.8714,3.9161,3.8852,3.8723,3.9178,3.8776,3.8606,3.8759,3.8771,3.8774,3.8772,3.8778,3.8779,3.8764,3.8748,3.8758,
Yes,0.00,120.28,23.57,4.88,14.93,3.34,1.86,27.86,0x2,0x0,0,0,11.65,0.75,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.86,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8735,3.8741,3.8759,3.8775,3.8749,3.8745,3.8714,3.8660,3.8739,3.8744,3.9124,3.8737,3.9043,3.8728,3.8718,3.8714,3.9162,3.8853,3.8724,3.9178,3.8777,3.8607,3.8760,3.8770,3.8775,3.8772,3.8778,3.8781,3.8766,3.8748,3.8760,
Yes,0.00,120.28,23.56,4.88,14.93,3.34,1.86,27.84,0x2,0x0,0,0,28.36,1.83,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.87,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8737,3.8743,3.8759,3.8775,3.8748,3.8745,3.8716,3.8662,3.8740,3.8746,3.9126,3.8737,3.9044,3.8729,3.8719,3.8715,3.9162,3.8854,3.8725,3.9180,3.8779,3.8608,3.8760,3.8771,3.8775,3.8773,3.8780,3.8781,3.8765,3.8749,3.8761,
Yes,0.00,120.28,23.55,4.88,14.92,3.34,1.86,27.87,0x2,0x0,0,0,36.60,2.36,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.88,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8737,3.8743,3.8760,3.8775,3.8750,3.8746,3.8717,3.8663,3.8741,3.8746,3.9126,3.8737,3.9045,3.8730,3.8720,3.8716,3.9162,3.8855,3.8724,3.9179,3.8779,3.8609,3.8761,3.8773,3.8777,3.8774,3.8780,3.8782,3.8766,3.8749,3.8761,
Yes,0.00,120.29,23.53,4.88,14.92,3.34,1.86,27.87,0x2,0x0,0,0,41.98,2.70,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.92,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8738,3.8745,3.8760,3.8776,3.8751,3.8747,3.8716,3.8663,3.8742,3.8746,3.9127,3.8739,3.9045,3.8730,3.8719,3.8715,3.9163,3.8855,3.8726,3.9181,3.8779,3.8609,3.8762,3.8773,3.8777,3.8774,3.8781,3.8782,3.8766,3.8751,3.8762,
Yes,0.00,120.29,23.52,4.88,14.93,3.34,1.86,27.86,0x2,0x0,0,0,43.39,2.79,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.82,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8739,3.8744,3.8762,3.8777,3.8752,3.8748,3.8718,3.8664,3.8743,3.8747,3.9127,3.8740,3.9046,3.8731,3.8720,3.8717,3.9164,3.8856,3.8726,3.9182,3.8781,3.8611,3.8762,3.8773,3.8778,3.8776,3.8782,3.8783,3.8767,3.8751,3.8762,
Yes,0.00,120.30,23.50,4.88,14.93,3.34,1.86,27.87,0x2,0x0,0,0,42.45,2.73,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.84,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8739,3.8745,3.8762,3.8777,3.8751,3.8748,3.8718,3.8666,3.8744,3.8748,3.9128,3.8740,3.9047,3.8732,3.8721,3.8718,3.9165,3.8856,3.8726,3.9181,3.8781,3.8611,3.8762,3.8774,3.8779,3.8777,3.8782,3.8784,3.8768,3.8751,3.8762,
Yes,0.00,120.29,23.49,4.88,14.93,3.34,1.86,27.86,0x2,0x0,0,0,41.03,2.64,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.62,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8740,3.8745,3.8763,3.8779,3.8753,3.8749,3.8718,3.8664,3.8743,3.8749,3.9130,3.8740,3.9047,3.8732,3.8721,3.8719,3.9166,3.8857,3.8728,3.9182,3.8781,3.8610,3.8764,3.8775,3.8779,3.8776,3.8783,3.8784,3.8769,3.8752,3.8764,
Yes,0.00,120.30,23.47,4.88,14.93,3.34,1.86,27.86,0x2,0x0,0,0,42.86,2.76,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.85,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8740,3.8745,3.8763,3.8779,3.8753,3.8749,3.8720,3.8666,3.8744,3.8748,3.9129,3.8741,3.9048,3.8733,3.8722,3.8719,3.9166,3.8858,3.8729,3.9183,3.8782,3.8611,3.8765,3.8776,3.8780,3.8777,3.8783,3.8784,3.8769,3.8752,3.8764,
Yes,0.00,120.29,23.46,4.88,14.92,3.34,1.86,27.88,0x2,0x0,0,0,40.27,2.59,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0x0,0x0,0,0,0.00,0.00,0.00,Manual,0.00,0.00,0.00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,3.8741,3.8747,3.8765,3.8780,3.8755,3.8750,3.8720,3.8666,3.8745,3.8750,3.9130,3.8742,3.9048,3.8734,3.8723,3.8719,3.9167,3.8858,3.8728,3.9183,3.8782,3.8612,3.8765,3.8777,3.8780,3.8778,3.8784,3.8786,3.8770,3.8753,3.8764,
